id,kode,nama,biaya_panggilan_id
50520,35.22.24.2005,Tegalkodo,
50521,35.22.24.2006,Sitiaji,
50522,35.22.24.2007,Purwoasri,
50523,35.22.24.2008,Pacing,
50524,35.22.24.2009,Jumput,
50525,35.22.24.2010,Duyungan,
50526,35.22.24.2011,Semenkidul,
50527,35.22.24.2012,Sidodadi,
50528,35.22.24.2013,Sidorejo,
50529,35.22.24.2014,Sumberejo Kidul,
50530,35.22.25,Kedewan,
50531,35.22.25.2001,Kawengan,
50532,35.22.25.2002,Wonocolo,
50533,35.22.25.2003,Hargomulyo,
50534,35.22.25.2004,Kedewan,
50535,35.22.25.2005,Beji,
50536,35.22.26,Gondang,
50537,35.22.26.2001,Krondonan,
50538,35.22.26.2002,Jari,
50539,35.22.26.2003,Sambongrejo,
50540,35.22.26.2004,Pajeng,
50541,35.22.26.2005,Gondang,
50542,35.22.26.2006,Senganten,
50543,35.22.26.2007,Pragelan,
50544,35.22.27,Sekar,
50545,35.22.27.2001,Bobol,
50546,35.22.27.2002,Miyono,
50547,35.22.27.2003,Sekar,
50548,35.22.27.2004,Klino,
50549,35.22.27.2005,Deling,
50550,35.22.27.2006,Bareng,
50551,35.22.28,Gayam,
50552,35.22.28.2001,Gayam,
50553,35.22.28.2002,Begadon,
50554,35.22.28.2003,Ringintunggal,
50555,35.22.28.2004,Mojodelik,
50556,35.22.28.2005,Brabowan,
50557,35.22.28.2006,Bonorejo,
50558,35.22.28.2007,Beged,
50559,35.22.28.2008,Katur,
50560,35.22.28.2009,Ngraho,
50561,35.22.28.2010,Sudu,
50562,35.22.28.2011,Cengungklung,
50563,35.22.28.2012,Manukan,
50564,35.23,KAB. TUBAN,
50565,35.23.01,Kenduruan,
50566,35.23.01.2001,Jlodro,
50567,35.23.01.2002,Sokogunung,
50568,35.23.01.2003,Jamprong,
50569,35.23.01.2004,Tawaran,
50570,35.23.01.2005,Sidomukti,
50571,35.23.01.2006,Bendonglateng,
50572,35.23.01.2007,Sidohasri,
50573,35.23.01.2008,Sidorejo,
50574,35.23.01.2009,Sokogrenjeng,
50575,35.23.02,Jatirogo,
50576,35.23.02.2001,Kebonharjo,
50577,35.23.02.2002,Wangi,
50578,35.23.02.2003,Ketodan,
50579,35.23.02.2004,Karangtengah,
50580,35.23.02.2005,Bader,
50581,35.23.02.2006,Paseyan,
50582,35.23.02.2007,Besowo,
50583,35.23.02.2008,Jombok,
50584,35.23.02.2009,Sadang,
50585,35.23.02.2010,Wotsogo,
50586,35.23.02.2011,Ngepon,
50587,35.23.02.2012,Sugihan,
50588,35.23.02.2013,Sidomulyo,
50589,35.23.02.2014,Kedungmakam,
50590,35.23.02.2015,Demit,
50591,35.23.02.2016,Jatiklabang,
50592,35.23.02.2017,Sekaran,
50593,35.23.02.2018,Dingil,
50594,35.23.03,Bangilan,
50595,35.23.03.2001,Klakeh,
50596,35.23.03.2002,Bate,
50597,35.23.03.2003,Sidotentrem,
50598,35.23.03.2004,Kedungjambangan,
50599,35.23.03.2005,Kablukan,
50600,35.23.03.2006,Sidokumpul,
50601,35.23.03.2007,Bangilan,
50602,35.23.03.2008,Sidodadi,
50603,35.23.03.2009,Kumpulrejo,
50604,35.23.03.2010,Banjarworo,
50605,35.23.03.2011,Ngrojo,
50606,35.23.03.2012,Weden,
50607,35.23.03.2013,Kedungharjo,
50608,35.23.03.2014,Kedungmulyo,
50609,35.23.04,Bancar,
50610,35.23.04.2001,Tlogoagung,
50611,35.23.04.2002,Ngujuran,
50612,35.23.04.2003,Latsari,
50613,35.23.04.2004,Sukolilo,
50614,35.23.04.2005,Tenggerkulon,
50615,35.23.04.2006,Bulujowo,
50616,35.23.04.2007,Siding,
50617,35.23.04.2008,Tergambang,
50618,35.23.04.2009,Bulumeduro,
50619,35.23.04.2010,Banjarjo,
50620,35.23.04.2011,Boncong,
50621,35.23.04.2012,Jatisari,
50622,35.23.04.2013,Sumberan,
50623,35.23.04.2014,Kayen,
50624,35.23.04.2015,Bogorejo,
50625,35.23.04.2016,Sembungin,
50626,35.23.04.2017,Karangrejo,
50627,35.23.04.2018,Sukoharjo,
50628,35.23.04.2019,Pugoh,
50629,35.23.04.2020,Bancar,
50630,35.23.04.2021,Ngampelrejo,
50631,35.23.04.2022,Sidomulyo,
50632,35.23.04.2023,Margosuko,
50633,35.23.04.2024,Cingklung,
50634,35.23.05,Senori,
50635,35.23.05.2001,Medalem,
50636,35.23.05.2002,Jatisari,
50637,35.23.05.2003,Kaligede,
50638,35.23.05.2004,Banyuurip,
50639,35.23.05.2005,Leran,
50640,35.23.05.2006,Wonosari,
50641,35.23.05.2007,Sendang,
50642,35.23.05.2008,Wanglukulon,
50643,35.23.05.2009,Wangluwetan,
50644,35.23.05.2010,Sidoharjo,
50645,35.23.05.2011,Rayung,
50646,35.23.05.2012,Katerban,
50647,35.23.06,Tambakboyo,
50648,35.23.06.2001,Dikir,
50649,35.23.06.2002,Ngulahan,
50650,35.23.06.2003,Plajan,
50651,35.23.06.2004,Mander,
50652,35.23.06.2005,Belikanget,
50653,35.23.06.2006,Cokrowati,
50654,35.23.06.2007,Pulogede,
50655,35.23.06.2008,Gadon,
50656,35.23.06.2009,Sotang,
50657,35.23.06.2010,Pabeyan,
50658,35.23.06.2011,Klutuk,
50659,35.23.06.2012,Tambakboyo,
50660,35.23.06.2013,Dasin,
50661,35.23.06.2014,Kenanti,
50662,35.23.06.2015,Sawir,
50663,35.23.06.2016,Sobontoro,
50664,35.23.06.2017,Merkawang,
50665,35.23.06.2018,Glodonggede,
50666,35.23.07,Singgahan,
50667,35.23.07.2001,Lajo Kidul,
50668,35.23.07.2002,Lajo Lor,
50669,35.23.07.2003,Tanggir,
50670,35.23.07.2004,Tanjungrejo,
50671,35.23.07.2005,Binangun,
50672,35.23.07.2006,Mergosari,
50673,35.23.07.2007,Mulyoagung,
50674,35.23.07.2008,Tunggulrejo,
50675,35.23.07.2009,Tingkis,
50676,35.23.07.2010,Mulyorejo,
50677,35.23.07.2011,Saringembat,
50678,35.23.07.2012,Kedungjambe,
50679,35.23.08,Kerek,
50680,35.23.08.2001,Gemulung,
50681,35.23.08.2002,Sidonganti,
50682,35.23.08.2003,Trantang,
50683,35.23.08.2004,Wolutengah,
50684,35.23.08.2005,Tenggerwetan,
50685,35.23.08.2006,Gaji,
50686,35.23.08.2007,Hargoretno,
50687,35.23.08.2008,Margorejo,
50688,35.23.08.2009,Kedungrejo,
50689,35.23.08.2010,Jarorejo,
50690,35.23.08.2011,Mliwang,
50691,35.23.08.2012,Kasiman,
50692,35.23.08.2013,Margomulyo,
50693,35.23.08.2014,Temayang,
50694,35.23.08.2015,Sumberarum,
50695,35.23.08.2016,Karanglo,
50696,35.23.08.2017,Padasan,
50697,35.23.09,Parengan,
50698,35.23.09.2001,Sembung,
50699,35.23.09.2002,Kemlaten,
50700,35.23.09.2003,Sukorejo,
50701,35.23.09.2004,Ngawun,
50702,35.23.09.2005,Mergoasri,
50703,35.23.09.2006,Kumpulrejo,
50704,35.23.09.2007,Parangbatu,
50705,35.23.09.2008,Wukirharjo,
50706,35.23.09.2009,Cengkong,
50707,35.23.09.2010,Brangkal,
50708,35.23.09.2011,Margorejo,
50709,35.23.09.2012,Dagangan,
50710,35.23.09.2013,Suciharjo,
50711,35.23.09.2014,Pacing,
50712,35.23.09.2015,Selogabus,
50713,35.23.09.2016,Sugihwaras,
50714,35.23.09.2017,Sendangrejo,
50715,35.23.09.2018,Mojomalang,
50716,35.23.10,Montong,
50717,35.23.10.2001,Guwoterus,
50718,35.23.10.2002,Nguluhan,
50719,35.23.10.2003,Tanggulangin,
50720,35.23.10.2004,Manjung,
50721,35.23.10.2005,Talangkembar,
50722,35.23.10.2006,Montongsekar,
50723,35.23.10.2007,Pakel,
50724,35.23.10.2008,Sumurgung,
50725,35.23.10.2009,Bringin,
50726,35.23.10.2010,Pucangan,
50727,35.23.10.2011,Maindu,
50728,35.23.10.2012,Jetak,
50729,35.23.10.2013,Talun,
50730,35.23.11,Soko,
50731,35.23.11.2001,Tluwe,
50732,35.23.11.2002,Wadung,
50733,35.23.11.2003,Jati,
50734,35.23.11.2004,Menilo,
50735,35.23.11.2005,Cekalang,
50736,35.23.11.2006,Pandanagung,
50737,35.23.11.2007,Prambontergayang,
50738,35.23.11.2008,Klumpit,
50739,35.23.11.2009,Simo,
50740,35.23.11.2010,Mentoro,
50741,35.23.11.2012,Kendalrejo,
50742,35.23.11.2013,Nguruan,
50743,35.23.11.2014,Jegulo,
50744,35.23.11.2015,Sokosari,
50745,35.23.11.2016,Bangunrejo,
50746,35.23.11.2017,Mojoagung,
50747,35.23.11.2019,Gununganyar,
50748,35.23.11.2020,Sumurcinde,
50749,35.23.11.2021,Pandanwangi,
50750,35.23.11.2022,Sandingrowo,
50751,35.23.11.2023,Rahayu,
50752,35.23.11.2024,Glagahsari,
50753,35.23.11.2025,Kenongosari,
50754,35.23.12,Jenu,
50755,35.23.12.2001,Karangasem,
50756,35.23.12.2002,Socorejo,
50757,35.23.12.2003,Temaji,
50758,35.23.12.2004,Purworejo,
50759,35.23.12.2005,Tasikharjo,
50760,35.23.12.2006,Sumurgeneng,
50761,35.23.12.2007,Suwalan,
50762,35.23.12.2008,Remen,
50763,35.23.12.2009,Beji,
50764,35.23.12.2010,Wadung,
50765,35.23.12.2011,Rawasan,
50766,35.23.12.2012,Mentoso,
50767,35.23.12.2013,Jenggolo,
50768,35.23.12.2014,Kaliuntu,
50769,35.23.12.2015,Sekardadi,
50770,35.23.12.2016,Jenu,
50771,35.23.12.2017,Sugihwaras,
50772,35.23.13,Merakurak,
50773,35.23.13.2001,Tlogowaru,
50774,35.23.13.2002,Tobo,
50775,35.23.13.2003,Temandang,
50776,35.23.13.2004,Tuwiri Wetan,
50777,35.23.13.2005,Pongpongan,
50778,35.23.13.2006,Tuwiri Kulon,
50779,35.23.13.2007,Sugihan,
50780,35.23.13.2008,Senori,
50781,35.23.13.2009,Sembungrejo,
50782,35.23.13.2010,Kapu,
50783,35.23.13.2011,Tahulu,
50784,35.23.13.2012,Tegalrejo,
50785,35.23.13.2013,Borehbangle,
50786,35.23.13.2014,Sambonggede,
50787,35.23.13.2015,Sumber,
50788,35.23.13.2016,Mandirejo,
50789,35.23.13.2017,Sendanghaji,
50790,35.23.13.2018,Bogorejo,
50791,35.23.13.2019,Sumberjo,
50792,35.23.14,Rengel,
50793,35.23.14.2004,Kebonagung,
50794,35.23.14.2005,Pekuwon,
50795,35.23.14.2007,Rengel,
50796,35.23.14.2008,Maibit,
50797,35.23.14.2009,Bulurejo,
50798,35.23.14.2010,Karangtinoto,
50799,35.23.14.2011,Sawahan,
50800,35.23.14.2013,Kanorejo,
50801,35.23.14.2014,Tambakrejo,
50802,35.23.14.2016,Ngadirejo,
50803,35.23.14.2017,Sumberejo,
50804,35.23.14.2018,Punggulrejo,
50805,35.23.14.2019,Campurejo,
50806,35.23.14.2020,Banjaragung,
50807,35.23.14.2021,Banjararum,
50808,35.23.14.2022,Prambonwetan,
50809,35.23.15,Semanding,
50810,35.23.15.1006,Karang,
50811,35.23.15.1015,Gedongombo,
50812,35.23.15.2001,Jadi,
50813,35.23.15.2002,Boto,
50814,35.23.15.2003,Prunggahan Kulon,
50815,35.23.15.2004,Tegalagung,
50816,35.23.15.2009,Bektiharjo,
50817,35.23.15.2010,Ngino,
50818,35.23.15.2011,Prunggahan Wetan,
50819,35.23.15.2012,Sambongrejo,
50820,35.23.15.2013,Semanding,
50821,35.23.15.2014,Bejagung,
50822,35.23.15.2016,Penambangan,
50823,35.23.15.2017,Genaharjo,
50824,35.23.15.2018,Kowang,
50825,35.23.15.2019,Tunah,
50826,35.23.15.2020,Gesing,
50827,35.23.16,Tuban,
50828,35.23.16.1003,Mondokan,
50829,35.23.16.1005,Perbon,
50830,35.23.16.1006,Latsari,
50831,35.23.16.1007,Karangsari,
50832,35.23.16.1008,Kingking,
50833,35.23.16.1009,Ronggomulyo,
50834,35.23.16.1010,Sidorejo,
50835,35.23.16.1011,Doromukti,
50836,35.23.16.1012,Sidomulyo,
50837,35.23.16.1013,Kutorejo,
50838,35.23.16.1014,Kebonsari,
50839,35.23.16.1015,Sendangharjo,
50840,35.23.16.1016,Baturetno,
50841,35.23.16.1017,Sukolilo,
50842,35.23.16.2001,Sumurgung,
50843,35.23.16.2002,Sugiharjo,
50844,35.23.16.2004,Kembangbilo,
50845,35.23.17,Plumpang,
50846,35.23.17.2001,Trutup,
50847,35.23.17.2002,Kesamben,
50848,35.23.17.2003,Kepohagung,
50849,35.23.17.2004,Kedungrojo,
50850,35.23.17.2005,Sumurjalak,
50851,35.23.17.2006,Sembungrejo,
50852,35.23.17.2007,Sumberagung,
50853,35.23.17.2008,Cangkring,
50854,35.23.17.2009,Plumpang,
50855,35.23.17.2010,Plandirejo,
50856,35.23.17.2011,Ngrayung,
50857,35.23.17.2012,Bandungrejo,
50858,35.23.17.2013,Jatimulyo,
50859,35.23.17.2014,Klotok,
50860,35.23.17.2015,Magersari,
50861,35.23.17.2016,Kebomlati,
50862,35.23.17.2017,Penidon,
50863,35.23.17.2018,Kedungsoko,
50864,35.23.18,Palang,
50865,35.23.18.1001,Payuran,
50866,35.23.18.2002,Tasikmadu,
50867,35.23.18.2003,Tegalbang,
50868,35.23.18.2004,Sumurgung,
50869,35.23.18.2005,Kradenan,
50870,35.23.18.2006,Dawung,
50871,35.23.18.2007,Cendoro,
50872,35.23.18.2008,Ngimbang,
50873,35.23.18.2009,Pucangan,
50874,35.23.18.2010,Gesikharjo,
50875,35.23.18.2011,Palang,
50876,35.23.18.2012,Glodog,
50877,35.23.18.2013,Leran Kulon,
50878,35.23.18.2014,Leran Wetan,
50879,35.23.18.2015,Wangun,
50880,35.23.18.2016,Karangagung,
50881,35.23.18.2017,Pliwetan,
50882,35.23.18.2018,Cepokorejo,
50883,35.23.18.2019,Ketambul,
50884,35.23.19,Widang,
50885,35.23.19.2001,Patihan,
50886,35.23.19.2002,Minohorejo,
50887,35.23.19.2003,Mrutuk,
50888,35.23.19.2004,Compreng,
50889,35.23.19.2005,Sumberjo,
50890,35.23.19.2006,Ngadipuro,
50891,35.23.19.2007,Ngadirejo,
50892,35.23.19.2008,Bunut,
50893,35.23.19.2009,Widang,
50894,35.23.19.2010,Banjar,
50895,35.23.19.2011,Tegalsari,
50896,35.23.19.2012,Mlangi,
50897,35.23.19.2013,Simorejo,
50898,35.23.19.2014,Kedungharjo,
50899,35.23.19.2015,Kujung,
50900,35.23.19.2016,Tegalrejo,
50901,35.23.20,Grabagan,
50902,35.23.20.2001,Ngarum,
50903,35.23.20.2002,Ngrejeng,
50904,35.23.20.2003,Grabagan,
50905,35.23.20.2004,Waleran,
50906,35.23.20.2005,Banyubang,
50907,35.23.20.2006,Gesikan,
50908,35.23.20.2007,Ngandong,
50909,35.23.20.2008,Dahor,
50910,35.23.20.2009,Dermawuharjo,
50911,35.23.20.2010,Menyunyur,
50912,35.23.20.2011,Pakis,
50913,35.24,KAB. LAMONGAN,
50914,35.24.01,Sukorame,
50915,35.24.01.2001,Sembung,
50916,35.24.01.2002,Banggle,
50917,35.24.01.2003,Kedungkumpul,
50918,35.24.01.2004,Sukorame,
50919,35.24.01.2005,Mragel,
50920,35.24.01.2006,Kedungrejo,
50921,35.24.01.2007,Sewor,
50922,35.24.01.2008,Wedoro,
50923,35.24.01.2009,Pendowokumpul,
50924,35.24.02,Bluluk,
50925,35.24.02.2001,Talunrejo,
50926,35.24.02.2002,Banjargondang,
50927,35.24.02.2003,Bluluk,
50928,35.24.02.2004,Cangkring,
50929,35.24.02.2005,Bronjong,
50930,35.24.02.2006,Songowareng,
50931,35.24.02.2007,Kuwurejo,
50932,35.24.02.2008,Sumberbanjar,
50933,35.24.02.2009,Primpen,
50934,35.24.03,Modo,
50935,35.24.03.2001,Jegreg,
50936,35.24.03.2002,Kedungpengaron,
50937,35.24.03.2003,Sumberagung,
50938,35.24.03.2004,Kedunglerep,
50939,35.24.03.2005,Jatipayak,
50940,35.24.03.2006,Kedungwaras,
50941,35.24.03.2007,Sidomulyo,
50942,35.24.03.2008,Sambangrejo,
50943,35.24.03.2009,Medalem,
50944,35.24.03.2010,Sidodowo,
50945,35.24.03.2011,Mojorejo,
50946,35.24.03.2012,Sambungrejo,
50947,35.24.03.2013,Kedungrejo,
50948,35.24.03.2014,Kacangan,
50949,35.24.03.2015,Nguwok,
50950,35.24.03.2016,Pule,
50951,35.24.03.2017,Yungyang,
50952,35.24.04,Ngimbang,
50953,35.24.04.2001,Kedungmentawar,
50954,35.24.04.2002,Cerme,
50955,35.24.04.2003,Gebangangkrik,
50956,35.24.04.2004,Ngasemlemahbang,
50957,35.24.04.2005,Slaharwotan,
50958,35.24.04.2006,Ganggangtingan,
50959,35.24.04.2007,Jejel,
50960,35.24.04.2008,Purwokerto,
50961,35.24.04.2009,Kakatpenjalin,
50962,35.24.04.2010,Tlemang,
50963,35.24.04.2011,Mendogo,
50964,35.24.04.2012,Lawak,
50965,35.24.04.2013,Drujugurit,
50966,35.24.04.2014,Girik,
50967,35.24.04.2015,Munungrejo,
50968,35.24.04.2016,Ngimbang,
50969,35.24.04.2017,Durikedungjero,
50970,35.24.04.2018,Lamongrejo,
50971,35.24.04.2019,Sendangrejo,
50972,35.24.05,Babat,
50973,35.24.05.1001,Banaran,
50974,35.24.05.1003,Babat,
50975,35.24.05.2002,Karangkembang,
50976,35.24.05.2004,Pucakwangi,
50977,35.24.05.2005,Sogo,
50978,35.24.05.2006,Bedahan,
50979,35.24.05.2007,Truni,
50980,35.24.05.2008,Gendongkulon,
50981,35.24.05.2009,Plaosan,
50982,35.24.05.2010,Trepan,
50983,35.24.05.2011,Kuripan,
50984,35.24.05.2012,Kebalanpelang,
50985,35.24.05.2013,Sumurgenuk,
50986,35.24.05.2014,Gembong,
50987,35.24.05.2015,Bulumargi,
50988,35.24.05.2016,Datinawong,
50989,35.24.05.2017,Kebalandono,
50990,35.24.05.2018,Patihan,
50991,35.24.05.2019,Moropelang,
50992,35.24.05.2020,Keyongan,
50993,35.24.05.2021,Sambangan,
50994,35.24.05.2022,Tritunggal,
50995,35.24.05.2023,Kebonagung,
50996,35.24.06,Kedungpring,
50997,35.24.06.2001,Dradahblumbang,
50998,35.24.06.2002,Kalen,
50999,35.24.06.2003,Mojodadi,
51000,35.24.06.2004,Gunungrejo,
51001,35.24.06.2005,Warungring,
51002,35.24.06.2006,Jatidrojog,
51003,35.24.06.2007,Kradenanrejo,
51004,35.24.06.2008,Kandangrejo,
51005,35.24.06.2009,Kedungpring,
51006,35.24.06.2010,Tlanak,
51007,35.24.06.2011,Sukomalo,
51008,35.24.06.2012,Mlati,
51009,35.24.06.2013,Karangcangkring,
51010,35.24.06.2014,Mekanderejo,
51011,35.24.06.2015,Banjarejo,
51012,35.24.06.2016,Sidobangun,
51013,35.24.06.2017,Blawirejo,
51014,35.24.06.2018,Maindu,
51015,35.24.06.2019,Tenggerejo,
51016,35.24.06.2020,Majenang,
51017,35.24.06.2021,Sidomlangean,
51018,35.24.06.2022,Nglebur,
51019,35.24.06.2023,Sumengko,
51020,35.24.07,Brondong,
51021,35.24.07.1010,Brondong,
51022,35.24.07.2001,Lohgung,
51023,35.24.07.2002,Labuhan,
51024,35.24.07.2003,Sidomukti,
51025,35.24.07.2004,Brengkok,
51026,35.24.07.2005,Tlogoretno,
51027,35.24.07.2006,Sendangharjo,
51028,35.24.07.2007,Lembor,
51029,35.24.07.2008,Sedayulawas,
51030,35.24.07.2009,Sumberagung,
51031,35.24.08,Laren,
51032,35.24.08.2001,Dateng,
51033,35.24.08.2002,Jabung,
51034,35.24.08.2003,Keduyung,
51035,35.24.08.2004,Centini,
51036,35.24.08.2005,Durikulon,
51037,35.24.08.2006,Pesanggrahan,
51038,35.24.08.2007,Gelap,
51039,35.24.08.2008,Mojoasem,
51040,35.24.08.2009,Siser,
51041,35.24.08.2010,Bulutigo,
51042,35.24.08.2011,Pelangwot,
51043,35.24.08.2012,Laren,
51044,35.24.08.2013,Gampangsejati,
51045,35.24.08.2014,Tamanprijeg,
51046,35.24.08.2015,Karangtawar,
51047,35.24.08.2016,Tejoasri,
51048,35.24.08.2017,Godog,
51049,35.24.08.2018,Bulubrangsi,
51050,35.24.08.2019,Karangwungulor,
51051,35.24.08.2020,Brangsi,
51052,35.24.09,Sekaran,
51053,35.24.09.2001,Besur,
51054,35.24.09.2002,Titik,
51055,35.24.09.2003,Kendal,
51056,35.24.09.2004,Keting,
51057,35.24.09.2005,Ngarum,
51058,35.24.09.2006,Kebalankulon,
51059,35.24.09.2007,Kudikan,
51060,35.24.09.2008,Jugo,
51061,35.24.09.2009,Manyar,
51062,35.24.09.2010,Trosono,
51063,35.24.09.2011,Latek,
51064,35.24.09.2012,Miru,
51065,35.24.09.2013,Sekaran,
51066,35.24.09.2014,Moro,
51067,35.24.09.2015,Karang,
51068,35.24.09.2016,Kembangan,
51069,35.24.09.2017,Siman,
51070,35.24.09.2018,Bulutengger,
51071,35.24.09.2019,Porodeso,
51072,35.24.09.2020,Bugel,
51073,35.24.09.2021,Sungegeneng,
51074,35.24.10,Maduran,
51075,35.24.10.2001,Duriwetan,
51076,35.24.10.2002,Taji,
51077,35.24.10.2003,Brumbun,
51078,35.24.10.2004,Siwuran,
51079,35.24.10.2005,Klagensrampat,
51080,35.24.10.2006,Pangean,
51081,35.24.10.2007,Maduran,
51082,35.24.10.2008,Jangkungsomo,
51083,35.24.10.2009,Parengan,
51084,35.24.10.2010,Pangkatrejo,
51085,35.24.10.2011,Kanugrahan,
51086,35.24.10.2012,Gumantuk,
51087,35.24.10.2013,Ngayung,
51088,35.24.10.2014,Pringgoboyo,
51089,35.24.10.2015,Gedangan,
51090,35.24.10.2016,Turi,
51091,35.24.10.2017,Blumbang,
51092,35.24.11,Sambeng,
51093,35.24.11.2001,Sidokumpul,
51094,35.24.11.2002,Pasarlegi,
51095,35.24.11.2003,Semampirejo,
51096,35.24.11.2004,Wateswinangun,
51097,35.24.11.2005,Sumbersari,
51098,35.24.11.2006,Pataan,
51099,35.24.11.2007,Tenggiring,
51100,35.24.11.2008,Garung,
51101,35.24.11.2009,Wonorejo,
51102,35.24.11.2010,Ardirejo,
51103,35.24.11.2011,Sekidang,
51104,35.24.11.2012,Kedungwangi,
51105,35.24.11.2013,Jatipandak,
51106,35.24.11.2014,Candisari,
51107,35.24.11.2015,Nogojatisari,
51108,35.24.11.2016,Pamotan,
51109,35.24.11.2017,Wudi,
51110,35.24.11.2018,Barurejo,
51111,35.24.11.2019,Kedungbanjar,
51112,35.24.11.2020,Gempolmanis,
51113,35.24.11.2021,Selorejo,
51114,35.24.11.2022,Kreteranggon,
51115,35.24.12,Sugio,
51116,35.24.12.2001,Sidobogem,
51117,35.24.12.2002,Kalitengah,
51118,35.24.12.2003,Kedungdadi,
51119,35.24.12.2004,Sidorejo,
51120,35.24.12.2005,Kedungbanjar,
51121,35.24.12.2006,Bedingin,
51122,35.24.12.2007,Bakalrejo,
51123,35.24.12.2008,Gondanglor,
51124,35.24.12.2009,Pangkatrejo,
51125,35.24.12.2010,Karangsambigalih,
51126,35.24.12.2011,Supenuh,
51127,35.24.12.2012,Lebakadi,
51128,35.24.12.2013,Deketagung,
51129,35.24.12.2014,Jubellor,
51130,35.24.12.2015,Sugio,
51131,35.24.12.2016,Daliwangun,
51132,35.24.12.2017,Jubelkidul,
51133,35.24.12.2018,Lawanganagung,
51134,35.24.12.2019,Kalipang,
51135,35.24.12.2020,German,
51136,35.24.12.2021,Sekarbagus,
51137,35.24.13,Pucuk,
51138,35.24.13.2001,Pucuk,
51139,35.24.13.2002,Gempolpading,
51140,35.24.13.2003,Kesambi,
51141,35.24.13.2004,Plososetro,
51142,35.24.13.2005,Wanar,
51143,35.24.13.2006,Karangtinggil,
51144,35.24.13.2007,Warukulon,
51145,35.24.13.2008,Waruwetan,
51146,35.24.13.2009,Kedali,
51147,35.24.13.2010,Paji,
51148,35.24.13.2011,Sumberjo,
51149,35.24.13.2012,Cungkup,
51150,35.24.13.2013,Bugoharjo,
51151,35.24.13.2014,Ngambeg,
51152,35.24.13.2015,Babatkumpul,
51153,35.24.13.2016,Tanggungan,
51154,35.24.13.2017,Padenganploso,
51155,35.24.14,Paciran,
51156,35.24.14.1001,Blimbing,
51157,35.24.14.2002,Kandangsemangkon,
51158,35.24.14.2003,Paciran,
51159,35.24.14.2004,Sumurgayam,
51160,35.24.14.2005,Sendangagung,
51161,35.24.14.2006,Sendangduwur,
51162,35.24.14.2007,Tunggul,
51163,35.24.14.2008,Kranji,
51164,35.24.14.2009,Drajat,
51165,35.24.14.2010,Banjarwati,
51166,35.24.14.2011,Kemantren,
51167,35.24.14.2012,Sidokelar,
51168,35.24.14.2013,Tlogosadang,
51169,35.24.14.2014,Paloh,
51170,35.24.14.2015,Weru,
51171,35.24.14.2016,Sidokumpul,
51172,35.24.14.2017,Warulor,
51173,35.24.15,Solokuro,
51174,35.24.15.2001,Dadapan,
51175,35.24.15.2002,Tebluru,
51176,35.24.15.2003,Sugihan,
51177,35.24.15.2004,Tenggulun,
51178,35.24.15.2005,Payaman,
51179,35.24.15.2006,Solokuro,
51180,35.24.15.2007,Takerharjo,
51181,35.24.15.2008,Dagan,
51182,35.24.15.2009,Banyubang,
51183,35.24.15.2010,Bluri,
51184,35.24.16,Mantup,
51185,35.24.16.2001,Sukobendu,
51186,35.24.16.2002,Tunggunjagir,
51187,35.24.16.2003,Sumberbendo,
51188,35.24.16.2004,Mantup,
51189,35.24.16.2005,Kedukbembem,
51190,35.24.16.2006,Sumberdadi,
51191,35.24.16.2007,Kedungsoko,
51192,35.24.16.2008,Tugu,
51193,35.24.16.2009,Sukosari,
51194,35.24.16.2010,Sumberagung,
51195,35.24.16.2011,Sidomulyo,
51196,35.24.16.2012,Mojosari,
51197,35.24.16.2013,Plabuhanrejo,
51198,35.24.16.2014,Sumberkerep,
51199,35.24.16.2015,Rumpuk,
51200,35.24.17,Sukodadi,
51201,35.24.17.2001,Siwalanrejo,
51202,35.24.17.2002,Kebonsari,
51203,35.24.17.2003,Sukolilo,
51204,35.24.17.2004,Pajangan,
51205,35.24.17.2005,Kadungrembug,
51206,35.24.17.2006,Sumberagung,
51207,35.24.17.2007,Sukodadi,
51208,35.24.17.2008,Sumberaji,
51209,35.24.17.2009,Menongo,
51210,35.24.17.2010,Madulegi,
51211,35.24.17.2011,Banjarejo,
51212,35.24.17.2012,Plumpang,
51213,35.24.17.2013,Bandungsari,
51214,35.24.17.2014,Sidogembul,
51215,35.24.17.2015,Balongtawun,
51216,35.24.17.2016,Gedangan,
51217,35.24.17.2017,Tlogorejo,
51218,35.24.17.2018,Baturono,
51219,35.24.17.2019,Surabayan,
51220,35.24.17.2020,Sugihrejo,
51221,35.24.18,Karanggeneng,
51222,35.24.18.2001,Bantengputih,
51223,35.24.18.2002,Karangrejo,
51224,35.24.18.2003,Latukan,
51225,35.24.18.2004,Guci,
51226,35.24.18.2005,Kaligerman,
51227,35.24.18.2006,Sungelebak,
51228,35.24.18.2007,Prijekngablak,
51229,35.24.18.2008,Tracal,
51230,35.24.18.2009,Sonoadi,
51231,35.24.18.2010,Kalanganyar,
51232,35.24.18.2011,Banjarmadu,
51233,35.24.18.2012,Kendalkemlagi,
51234,35.24.18.2013,Kawistolegi,
51235,35.24.18.2014,Jagran,
51236,35.24.18.2015,Karangwungu,
51237,35.24.18.2016,Sumberwudi,
51238,35.24.18.2017,Karanggeneng,
51239,35.24.18.2018,Mertani,
51240,35.24.19,Kembangbahu,
51241,35.24.19.2001,Tlogoagung,
51242,35.24.19.2002,Kedungmegarih,
51243,35.24.19.2003,Sidomukti,
