id,kode,nama,biaya_panggilan_id
49786,35.20.12.2004,Purwodadi,
49787,35.20.12.2007,Manjung,
49788,35.20.12.2008,Ngumpul,
49789,35.20.12.2009,Panggung,
49790,35.20.12.2010,Blaran,
49791,35.20.12.2011,Jonggrang,
49792,35.20.12.2012,Rejomulyo,
49793,35.20.12.2013,Bangunasri,
49794,35.20.12.2014,Klagen,
49795,35.20.13,Karangrejo,
49796,35.20.13.1001,Karangrejo,
49797,35.20.13.1006,Manisrejo,
49798,35.20.13.2002,Mantren,
49799,35.20.13.2003,Gondang,
49800,35.20.13.2004,Sambirembe,
49801,35.20.13.2005,Patihan,
49802,35.20.13.2007,Pelem,
49803,35.20.13.2008,Baluk,
49804,35.20.13.2009,Gebyog,
49805,35.20.13.2010,Maron,
49806,35.20.13.2011,Prampelan,
49807,35.20.13.2012,Grabahan,
49808,35.20.13.2013,Kauman,
49809,35.20.14,Karas,
49810,35.20.14.2001,Karas,
49811,35.20.14.2002,Sobontoro,
49812,35.20.14.2003,Sumursongo,
49813,35.20.14.2004,Taji,
49814,35.20.14.2005,Kuwon,
49815,35.20.14.2006,Jungke,
49816,35.20.14.2007,Temboro,
49817,35.20.14.2008,Temenggungan,
49818,35.20.14.2009,Geplak,
49819,35.20.14.2010,Botok,
49820,35.20.14.2011,Ginuk,
49821,35.20.15,Kartoharjo,
49822,35.20.15.2001,Kartoharjo,
49823,35.20.15.2002,Mrahu,
49824,35.20.15.2003,Klurahan,
49825,35.20.15.2004,Pencol,
49826,35.20.15.2005,Sukowidi,
49827,35.20.15.2006,Ngelang,
49828,35.20.15.2007,Jajar,
49829,35.20.15.2008,Gunungan,
49830,35.20.15.2009,Jeruk,
49831,35.20.15.2010,Bayemwetan,
49832,35.20.15.2011,Bayemtaman,
49833,35.20.15.2012,Karangmojo,
49834,35.20.16,Ngariboyo,
49835,35.20.16.2001,Selotinatah,
49836,35.20.16.2002,Pendem,
49837,35.20.16.2003,Bangsri,
49838,35.20.16.2004,Selopanggung,
49839,35.20.16.2005,Sumberdukun,
49840,35.20.16.2006,Baleasri,
49841,35.20.16.2007,Balegondo,
49842,35.20.16.2008,Ngariboyo,
49843,35.20.16.2009,Mojopurno,
49844,35.20.16.2010,Banyudono,
49845,35.20.16.2011,Banjarpanjang,
49846,35.20.16.2012,Banjarejo,
49847,35.20.17,Nguntoronadi,
49848,35.20.17.2001,Sukowidi,
49849,35.20.17.2002,Semen,
49850,35.20.17.2003,Goranggareng,
49851,35.20.17.2004,Petungrejo,
49852,35.20.17.2005,Nguntoronadi,
49853,35.20.17.2006,Simbatan,
49854,35.20.17.2007,Purworejo,
49855,35.20.17.2008,Kenongomulyo,
49856,35.20.17.2009,Driyorejo,
49857,35.20.18,Sidorejo,
49858,35.20.18.2001,Sambirobyong,
49859,35.20.18.2002,Campursari,
49860,35.20.18.2003,Kalang,
49861,35.20.18.2004,Durenan,
49862,35.20.18.2005,Sidorejo,
49863,35.20.18.2006,Getasanyar,
49864,35.20.18.2007,Sidomulyo,
49865,35.20.18.2008,Sumbersawit,
49866,35.20.18.2009,Sidokerto,
49867,35.20.18.2010,Widorokandang,
49868,35.21,KAB. NGAWI,
49869,35.21.01,Sine,
49870,35.21.01.2001,Wonosari,
49871,35.21.01.2002,Pandansari,
49872,35.21.01.2003,Girikerto,
49873,35.21.01.2004,Ngrendeng,
49874,35.21.01.2005,Hargosari,
49875,35.21.01.2006,Pocol,
49876,35.21.01.2007,Gendol,
49877,35.21.01.2008,Sine,
49878,35.21.01.2009,Sumberejo,
49879,35.21.01.2010,Sumbersari,
49880,35.21.01.2011,Kuniran,
49881,35.21.01.2012,Tulakan,
49882,35.21.01.2013,Ketanggung,
49883,35.21.01.2014,Jagir,
49884,35.21.01.2015,Kauman,
49885,35.21.02,Ngrambe,
49886,35.21.02.2001,Hargomulyo,
49887,35.21.02.2002,Giriharjo,
49888,35.21.02.2003,Setono,
49889,35.21.02.2004,Wakah,
49890,35.21.02.2005,Tawangrejo,
49891,35.21.02.2006,Sambirejo,
49892,35.21.02.2007,Manisharjo,
49893,35.21.02.2008,Sidomulyo,
49894,35.21.02.2009,Ngrambe,
49895,35.21.02.2010,Babadan,
49896,35.21.02.2011,Krandegan,
49897,35.21.02.2012,Pucangan,
49898,35.21.02.2013,Cepoko,
49899,35.21.02.2014,Mendiro,
49900,35.21.03,Jogorogo,
49901,35.21.03.2001,Umbulrejo,
49902,35.21.03.2002,Kletekan,
49903,35.21.03.2003,Jaten,
49904,35.21.03.2004,Girimulyo,
49905,35.21.03.2005,Ngrayudan,
49906,35.21.03.2006,Talang,
49907,35.21.03.2007,Macanan,
49908,35.21.03.2008,Brubuh,
49909,35.21.03.2009,Jogorogo,
49910,35.21.03.2010,Dawung,
49911,35.21.03.2011,Tanjungsari,
49912,35.21.03.2012,Soco,
49913,35.21.04,Kendal,
49914,35.21.04.2001,Karanggupito,
49915,35.21.04.2002,Karangrejo,
49916,35.21.04.2003,Simo,
49917,35.21.04.2004,Ploso,
49918,35.21.04.2005,Majasem,
49919,35.21.04.2006,Kendal,
49920,35.21.04.2007,Sidorejo,
49921,35.21.04.2008,Gayam,
49922,35.21.04.2009,Dadapan,
49923,35.21.04.2010,Patalan,
49924,35.21.05,Geneng,
49925,35.21.05.2005,Keraswetan,
49926,35.21.05.2006,Keniten,
49927,35.21.05.2007,Tambakromo,
49928,35.21.05.2009,Tepas,
49929,35.21.05.2010,Geneng,
49930,35.21.05.2011,Sidorejo,
49931,35.21.05.2012,Baderan,
49932,35.21.05.2013,Kasreman,
49933,35.21.05.2014,Kersikan,
49934,35.21.05.2015,Dempel,
49935,35.21.05.2016,Klitik,
49936,35.21.05.2017,Kersoharjo,
49937,35.21.05.2018,Klampisan,
49938,35.21.06,Kwadungan,
49939,35.21.06.2001,Kendung,
49940,35.21.06.2002,Dinden,
49941,35.21.06.2003,Pojok,
49942,35.21.06.2004,Jenangan,
49943,35.21.06.2005,Purwosari,
49944,35.21.06.2006,Tirak,
49945,35.21.06.2007,Sumengko,
49946,35.21.06.2008,Simo,
49947,35.21.06.2009,Warukkalong,
49948,35.21.06.2010,Kwadungan,
49949,35.21.06.2011,Budug,
49950,35.21.06.2012,Mojomanis,
49951,35.21.06.2013,Banget,
49952,35.21.06.2014,Karangsono,
49953,35.21.07,Karangjati,
49954,35.21.07.2001,Campurasri,
49955,35.21.07.2002,Danguk,
49956,35.21.07.2003,Gempol,
49957,35.21.07.2004,Ringinanom,
49958,35.21.07.2005,Sembung,
49959,35.21.07.2006,Sidorejo,
49960,35.21.07.2007,Dungmiri,
49961,35.21.07.2008,Brangol,
49962,35.21.07.2009,Sidokerto,
49963,35.21.07.2010,Jatipuro,
49964,35.21.07.2011,Puhti,
49965,35.21.07.2012,Sawo,
49966,35.21.07.2013,Karangjati,
49967,35.21.07.2014,Legundi,
49968,35.21.07.2015,Rejomulyo,
49969,35.21.07.2016,Rejuno,
49970,35.21.07.2017,Plosolor,
49971,35.21.08,Padas,
49972,35.21.08.2001,Banjaransari,
49973,35.21.08.2002,Bendo,
49974,35.21.08.2003,Tambakromo,
49975,35.21.08.2004,Tungkulrejo,
49976,35.21.08.2005,Bintoyo,
49977,35.21.08.2006,Sukowiyono,
49978,35.21.08.2007,Munggut,
49979,35.21.08.2011,Pacing,
49980,35.21.08.2012,Padas,
49981,35.21.08.2013,Kedungprahu,
49982,35.21.08.2014,Sambiroto,
49983,35.21.08.2015,Kwadungan Lor,
49984,35.21.09,Ngawi,
49985,35.21.09.1013,Margomulyo,
49986,35.21.09.1014,Karangtengah,
49987,35.21.09.1015,Ketanggi,
49988,35.21.09.1016,Pelem,
49989,35.21.09.2001,Mangunharjo,
49990,35.21.09.2002,Kandangan,
49991,35.21.09.2003,Kartoharjo,
49992,35.21.09.2004,Karangasri,
49993,35.21.09.2005,Banyuurip,
49994,35.21.09.2006,Beran,
49995,35.21.09.2007,Jururejo,
49996,35.21.09.2008,Grudo,
49997,35.21.09.2009,Watualang,
49998,35.21.09.2010,Ngawi,
49999,35.21.09.2011,Karangtengah Prandon,
50000,35.21.09.2012,Kerek,
50001,35.21.10,Paron,
50002,35.21.10.2001,Gentong,
50003,35.21.10.2002,Babadan,
50004,35.21.10.2003,Semen,
50005,35.21.10.2004,Kedungputri,
50006,35.21.10.2005,Tempuran,
50007,35.21.10.2006,Dawu,
50008,35.21.10.2007,Paron,
50009,35.21.10.2008,Jambangan,
50010,35.21.10.2009,Teguhan,
50011,35.21.10.2010,Sirigan,
50012,35.21.10.2011,Jeblogan,
50013,35.21.10.2012,Ngale,
50014,35.21.10.2013,Gelung,
50015,35.21.10.2014,Kebon,
50016,35.21.11,Kedunggalar,
50017,35.21.11.2001,Begal,
50018,35.21.11.2002,Wonorejo,
50019,35.21.11.2003,Katikan,
50020,35.21.11.2004,Palang Kidul,
50021,35.21.11.2005,Kedunggalar,
50022,35.21.11.2006,Jatigembol,
50023,35.21.11.2007,Pelanglor,
50024,35.21.11.2008,Bangunrejo Kidul,
50025,35.21.11.2009,Jenggrik,
50026,35.21.11.2010,Wonokerto,
50027,35.21.11.2011,Gemarang,
50028,35.21.11.2012,Kawu,
50029,35.21.12,Widodaren,
50030,35.21.12.2001,Banyubiru,
50031,35.21.12.2002,Kedunggudel,
50032,35.21.12.2003,Sekaralas,
50033,35.21.12.2004,Sekarputih,
50034,35.21.12.2005,Kayutrejo,
50035,35.21.12.2006,Sidolaju,
50036,35.21.12.2007,Karangbanyu,
50037,35.21.12.2008,Widodaren,
50038,35.21.12.2009,Gendingan,
50039,35.21.12.2010,Kauman,
50040,35.21.12.2011,Sidomakmur,
50041,35.21.12.2012,Walikukun,
50042,35.21.13,Mantingan,
50043,35.21.13.2001,Sambirejo,
50044,35.21.13.2002,Mantingan,
50045,35.21.13.2003,Kedungharjo,
50046,35.21.13.2004,Pakah,
50047,35.21.13.2005,Tambakboyo,
50048,35.21.13.2006,Pengkol,
50049,35.21.13.2007,Jatimulyo,
50050,35.21.14,Pangkur,
50051,35.21.14.2001,Babadan,
50052,35.21.14.2002,Pohkonyal,
50053,35.21.14.2003,Sumber,
50054,35.21.14.2004,Gandri,
50055,35.21.14.2005,Pleset,
50056,35.21.14.2006,Warutengah,
50057,35.21.14.2007,Ngompro,
50058,35.21.14.2008,Pangkur,
50059,35.21.14.2009,Paras,
50060,35.21.15,Bringin,
50061,35.21.15.2001,Sumberbening,
50062,35.21.15.2002,Mojo,
50063,35.21.15.2003,Krompol,
50064,35.21.15.2004,Bringin,
50065,35.21.15.2005,Dero,
50066,35.21.15.2006,Legowetan,
50067,35.21.15.2007,Gandong,
50068,35.21.15.2008,Dampit,
50069,35.21.15.2009,Suruh,
50070,35.21.15.2010,Kenongorejo,
50071,35.21.16,Pitu,
50072,35.21.16.2001,Kalang,
50073,35.21.16.2002,Pitu,
50074,35.21.16.2003,Dumplengan,
50075,35.21.16.2004,Selopuro,
50076,35.21.16.2005,Karanggeneng,
50077,35.21.16.2006,Ngancar,
50078,35.21.16.2007,Cantel,
50079,35.21.16.2008,Papungan,
50080,35.21.16.2009,Banjarbanggi,
50081,35.21.16.2010,Bangunrejo Lor,
50082,35.21.17,Karanganyar,
50083,35.21.17.2001,Karanganyar,
50084,35.21.17.2002,Mengger,
50085,35.21.17.2003,Gembol,
50086,35.21.17.2004,Sriwedari,
50087,35.21.17.2005,Bangunrejo,
50088,35.21.17.2006,Pandean,
50089,35.21.17.2007,Sekarjati,
50090,35.21.18,Gerih,
50091,35.21.18.2001,Randusongo,
50092,35.21.18.2002,Widodaren,
50093,35.21.18.2003,Gerih,
50094,35.21.18.2004,Keraskulon,
50095,35.21.18.2005,Guyung,
50096,35.21.19,Kasreman,
50097,35.21.19.2001,Jatirejo,
50098,35.21.19.2002,Cangakan,
50099,35.21.19.2003,Karangmalang,
50100,35.21.19.2004,Gunungsari,
50101,35.21.19.2005,Kasreman,
50102,35.21.19.2006,Legokulon,
50103,35.21.19.2007,Tawun,
50104,35.21.19.2008,Kyonten,
50105,35.22,KAB. BOJONEGORO,
50106,35.22.01,Ngraho,
50107,35.22.01.2001,Luwihaji,
50108,35.22.01.2002,Sugihwaras,
50109,35.22.01.2003,Nganti,
50110,35.22.01.2004,Jumok,
50111,35.22.01.2005,Sumberagung,
50112,35.22.01.2006,Mojorejo,
50113,35.22.01.2007,Ngraho,
50114,35.22.01.2008,Blimbinggede,
50115,35.22.01.2009,Kalirejo,
50116,35.22.01.2010,Tapelan,
50117,35.22.01.2011,Tanggungan,
50118,35.22.01.2012,Pandan,
50119,35.22.01.2013,Sumberarum,
50120,35.22.01.2014,Payaman,
50121,35.22.01.2015,Bancer,
50122,35.22.01.2016,Klempun,
50123,35.22.02,Tambakrejo,
50124,35.22.02.2001,Napis,
50125,35.22.02.2002,Jatimulyo,
50126,35.22.02.2003,Ngrancang,
50127,35.22.02.2004,Turi,
50128,35.22.02.2005,Malingmati,
50129,35.22.02.2006,Tambakrejo,
50130,35.22.02.2007,Bakalan,
50131,35.22.02.2008,Jawik,
50132,35.22.02.2009,Sukorejo,
50133,35.22.02.2010,Gading,
50134,35.22.02.2011,Pengkol,
50135,35.22.02.2012,Tanjung,
50136,35.22.02.2013,Gamongan,
50137,35.22.02.2014,Kalisumber,
50138,35.22.02.2015,Mulyorejo,
50139,35.22.02.2016,Dolokgede,
50140,35.22.02.2017,Sendangrejo,
50141,35.22.02.2018,Kacangan,
50142,35.22.03,Ngambon,
50143,35.22.03.2001,Nglamping,
50144,35.22.03.2002,Karangmangu,
50145,35.22.03.2003,Ngambon,
50146,35.22.03.2004,Sengon,
50147,35.22.03.2005,Bondol,
50148,35.22.04,Ngasem,
50149,35.22.04.2001,Butoh,
50150,35.22.04.2002,Trenggulunan,
50151,35.22.04.2003,Setren,
50152,35.22.04.2004,Mediyunan,
50153,35.22.04.2005,Kolong,
50154,35.22.04.2006,Sendangharjo,
50155,35.22.04.2007,Ngadiluwih,
50156,35.22.04.2008,Ngasem,
50157,35.22.04.2009,Bandungrejo,
50158,35.22.04.2010,Tengger,
50159,35.22.04.2011,Ngantru,
50160,35.22.04.2012,Sambong,
50161,35.22.04.2013,Dukohkidul,
50162,35.22.04.2014,Wadang,
50163,35.22.04.2015,Jampet,
50164,35.22.04.2016,Bareng,
50165,35.22.04.2017,Jelu,
50166,35.22.05,Bubulan,
50167,35.22.05.2001,Bubulan,
50168,35.22.05.2002,Cancung,
50169,35.22.05.2003,Clebung,
50170,35.22.05.2004,Sumberbendo,
50171,35.22.05.2005,Ngorogunung,
50172,35.22.06,Dander,
50173,35.22.06.2001,Ngunut,
50174,35.22.06.2002,Dander,
50175,35.22.06.2003,Growok,
50176,35.22.06.2004,Sumberarum,
50177,35.22.06.2005,Kunci,
50178,35.22.06.2006,Jatiblimbing,
50179,35.22.06.2007,Ngraseh,
50180,35.22.06.2008,Mojoranu,
50181,35.22.06.2009,Sendangrejo,
50182,35.22.06.2010,Karangsono,
50183,35.22.06.2011,Sumberagung,
50184,35.22.06.2012,Somodikaran,
50185,35.22.06.2013,Ngumpakdalem,
50186,35.22.06.2014,Sumbertlaseh,
50187,35.22.06.2015,Ngulanan,
50188,35.22.06.2016,Ngablak,
50189,35.22.07,Sugihwaras,
50190,35.22.07.2001,Bareng,
50191,35.22.07.2002,Drenges,
50192,35.22.07.2003,Wedoro,
50193,35.22.07.2004,Panunggalan,
50194,35.22.07.2005,Alasgung,
50195,35.22.07.2006,Siwalan,
50196,35.22.07.2007,Glagahan,
50197,35.22.07.2008,Panemon,
50198,35.22.07.2009,Jatitengah,
50199,35.22.07.2010,Sugihwaras,
50200,35.22.07.2011,Trate,
50201,35.22.07.2012,Bulu,
50202,35.22.07.2013,Nglajang,
50203,35.22.07.2014,Kedungdowo,
50204,35.22.07.2015,Glagahwangi,
50205,35.22.07.2016,Balongrejo,
50206,35.22.07.2017,Genjor,
50207,35.22.08,Kedungadem,
50208,35.22.08.2001,Babad,
50209,35.22.08.2002,Pejok,
50210,35.22.08.2003,Dayukidul,
50211,35.22.08.2004,Panjang,
50212,35.22.08.2005,Tondomulo,
50213,35.22.08.2006,Kesongo,
50214,35.22.08.2007,Kendung,
50215,35.22.08.2008,Mlideg,
50216,35.22.08.2009,Tumbrasanom,
50217,35.22.08.2010,Kedungadem,
50218,35.22.08.2011,Duwel,
50219,35.22.08.2012,Kepohkidul,
50220,35.22.08.2013,Geger,
50221,35.22.08.2014,Kedungrejo,
50222,35.22.08.2015,Megale,
50223,35.22.08.2016,Sidorejo,
50224,35.22.08.2017,Drokilo,
50225,35.22.08.2018,Mojorejo,
50226,35.22.08.2019,Jamberejo,
50227,35.22.08.2020,Sidomulyo,
50228,35.22.08.2021,Tlogoagung,
50229,35.22.08.2022,Ngrandu,
50230,35.22.08.2023,Balongcabe,
50231,35.22.09,Kepohbaru,
50232,35.22.09.2001,Pejok,
50233,35.22.09.2002,Cengkir,
50234,35.22.09.2003,Kepoh,
50235,35.22.09.2004,Sidomukti,
50236,35.22.09.2005,Simorejo,
50237,35.22.09.2006,Krangkong,
50238,35.22.09.2007,Nglumber,
50239,35.22.09.2008,Brangkal,
50240,35.22.09.2009,Mojosari,
50241,35.22.09.2010,Balongdowo,
50242,35.22.09.2011,Suberoto,
50243,35.22.09.2012,Pohwates,
50244,35.22.09.2013,Turigede,
50245,35.22.09.2014,Bayemgede,
50246,35.22.09.2015,Tlogorejo,
50247,35.22.09.2016,Sumberagung,
50248,35.22.09.2017,Woro,
50249,35.22.09.2018,Bumirejo,
50250,35.22.09.2019,Betet,
50251,35.22.09.2020,Jipo,
50252,35.22.09.2021,Ngranggonanyar,
50253,35.22.09.2022,Mudung,
50254,35.22.09.2023,Karangan,
50255,35.22.09.2024,Sugihwaras,
50256,35.22.09.2025,Sumbergede,
50257,35.22.10,Baureno,
50258,35.22.10.2001,Drajat,
50259,35.22.10.2002,Banjaranyar,
50260,35.22.10.2003,Ngemplak,
50261,35.22.10.2004,Sraturejo,
50262,35.22.10.2005,Blongsong,
50263,35.22.10.2006,Baureno,
50264,35.22.10.2007,Trojalu,
50265,35.22.10.2008,Tulungagung,
50266,35.22.10.2009,Selorejo,
50267,35.22.10.2010,Tlogoagung,
50268,35.22.10.2011,Sumuragung,
50269,35.22.10.2012,Gajah,
50270,35.22.10.2013,Kalisari,
50271,35.22.10.2014,Tanggungan,
50272,35.22.10.2015,Gunungsari,
50273,35.22.10.2016,Bumiayu,
50274,35.22.10.2017,Kauman,
50275,35.22.10.2018,Karangdayu,
50276,35.22.10.2019,Pasinan,
50277,35.22.10.2020,Banjaran,
50278,35.22.10.2021,Sembunglor,
50279,35.22.10.2022,Pomahan,
50280,35.22.10.2023,Pucungarum,
50281,35.22.10.2024,Kedungrejo,
50282,35.22.10.2025,Lebaksari,
50283,35.22.11,Kanor,
50284,35.22.11.2001,Semambung,
50285,35.22.11.2002,Kanor,
50286,35.22.11.2003,Tambahrejo,
50287,35.22.11.2004,Piyak,
50288,35.22.11.2005,Kabalan,
50289,35.22.11.2006,Cangaan,
50290,35.22.11.2007,Sarangan,
50291,35.22.11.2008,Tejo,
50292,35.22.11.2009,Simbatan,
50293,35.22.11.2010,Pesen,
50294,35.22.11.2011,Samberan,
50295,35.22.11.2012,Palembon,
50296,35.22.11.2013,Sedeng,
50297,35.22.11.2014,Caruban,
50298,35.22.11.2015,Sumberwangi,
50299,35.22.11.2016,Prigi,
50300,35.22.11.2017,Pilang,
50301,35.22.11.2018,Gedongarum,
50302,35.22.11.2019,Kedungprimpen,
50303,35.22.11.2020,Temu,
50304,35.22.11.2021,Simorejo,
50305,35.22.11.2022,Bungur,
50306,35.22.11.2023,Bakung,
50307,35.22.11.2024,Nglarangan,
50308,35.22.11.2025,Sroyo,
50309,35.22.12,Sumberejo,
50310,35.22.12.2001,Tlogohaji,
50311,35.22.12.2002,Ngampal,
50312,35.22.12.2003,Kedungrejo,
50313,35.22.12.2004,Mlinjeng,
50314,35.22.12.2005,Banjarejo,
50315,35.22.12.2006,Sumberrejo,
50316,35.22.12.2007,Kayulemah,
50317,35.22.12.2008,Teleng,
50318,35.22.12.2009,Wotan,
50319,35.22.12.2010,Sambongrejo,
50320,35.22.12.2011,Sendangagung,
50321,35.22.12.2012,Deru,
50322,35.22.12.2013,Pekuwon,
50323,35.22.12.2014,Karangdowo,
50324,35.22.12.2015,Pejambon,
50325,35.22.12.2016,Tulungrejo,
50326,35.22.12.2017,Karangdinoyo,
50327,35.22.12.2018,Butoh,
50328,35.22.12.2019,Mejuwet,
50329,35.22.12.2020,Prayungan,
50330,35.22.12.2021,Sumuragung,
50331,35.22.12.2022,Jatigede,
50332,35.22.12.2023,Talun,
50333,35.22.12.2024,Bogangin,
50334,35.22.12.2025,Sumberharjo,
50335,35.22.12.2026,Margoagung,
50336,35.22.13,Balen,
50337,35.22.13.2001,Sidobandung,
50338,35.22.13.2002,Mayangkawis,
50339,35.22.13.2003,Kenep,
50340,35.22.13.2004,Pohbogo,
50341,35.22.13.2005,Penganten,
50342,35.22.13.2006,Bulaklo,
50343,35.22.13.2007,Bulu,
50344,35.22.13.2008,Kemamang,
50345,35.22.13.2009,Ngadiluhur,
50346,35.22.13.2010,Kabunan,
50347,35.22.13.2011,Sobontoro,
50348,35.22.13.2012,Suwaloh,
50349,35.22.13.2013,Balenrejo,
50350,35.22.13.2014,Margomulyo,
50351,35.22.13.2015,Lengkong,
50352,35.22.13.2016,Mulyoagung,
50353,35.22.13.2017,Sekaran,
50354,35.22.13.2018,Prambatan,
50355,35.22.13.2019,Kedungdowo,
50356,35.22.13.2020,Kedungbendo,
50357,35.22.13.2021,Pilanggede,
50358,35.22.13.2022,Sarirejo,
50359,35.22.13.2023,Mulyorejo,
50360,35.22.14,Kapas,
50361,35.22.14.2001,Kumpulrejo,
50362,35.22.14.2002,Bendo,
50363,35.22.14.2003,Padangmentoyo,
50364,35.22.14.2004,Tapelan,
50365,35.22.14.2005,Bangilan,
50366,35.22.14.2006,Sembung,
50367,35.22.14.2007,Tanjungharjo,
50368,35.22.14.2008,Wedi,
50369,35.22.14.2009,Plesungan,
50370,35.22.14.2010,Kedaton,
50371,35.22.14.2011,Kapas,
50372,35.22.14.2012,Semenpinggir,
50373,35.22.14.2013,Bogo,
50374,35.22.14.2014,Bakalan,
50375,35.22.14.2015,Mojodeso,
50376,35.22.14.2016,Sukowati,
50377,35.22.14.2017,Kalianyar,
50378,35.22.14.2018,Tikusan,
50379,35.22.14.2019,Ngampel,
50380,35.22.14.2020,Sambiroto,
50381,35.22.14.2021,Klampok,
50382,35.22.15,Bojonegoro,
50383,35.22.15.1001,Jetak,
50384,35.22.15.1004,Mojokampung,
50385,35.22.15.1005,Kepatihan,
50386,35.22.15.1006,Sumbang,
50387,35.22.15.1007,Klangon,
50388,35.22.15.1009,Ledok Kulon,
50389,35.22.15.1010,Ledok Wetan,
50390,35.22.15.1011,Kadipaten,
50391,35.22.15.1012,Ngrowo,
50392,35.22.15.1013,Karang pacar,
50393,35.22.15.1014,Banjarrejo,
50394,35.22.15.2002,Pacul,
50395,35.22.15.2003,Sukorejo,
50396,35.22.15.2008,Kauman,
50397,35.22.15.2015,Campurejo,
50398,35.22.15.2016,Mulyoagung,
50399,35.22.15.2017,Kalirejo,
50400,35.22.15.2018,Semanding,
50401,35.22.16,Kalitidu,
50402,35.22.16.2006,Kalitidu,
50403,35.22.16.2007,Sumengko,
50404,35.22.16.2008,Mlaten,
50405,35.22.16.2009,Talok,
50406,35.22.16.2010,Brenggolo,
50407,35.22.16.2011,Grebegan,
50408,35.22.16.2012,Wotanngare,
50409,35.22.16.2013,Panjunan,
50410,35.22.16.2014,Mayanggeneng,
50411,35.22.16.2015,Mayangrejo,
50412,35.22.16.2016,Pilangsari,
50413,35.22.16.2017,Mojosari,
50414,35.22.16.2018,Pungpungan,
50415,35.22.16.2019,Ngujo,
50416,35.22.16.2020,Leran,
50417,35.22.16.2021,Sukoharjo,
50418,35.22.16.2022,Ngiringinrejo,
50419,35.22.16.2023,Mojo,
50420,35.22.17,Malo,
50421,35.22.17.2001,Dukohlor,
50422,35.22.17.2002,Kacangan,
50423,35.22.17.2003,Kemiri,
50424,35.22.17.2004,Petak,
50425,35.22.17.2005,Sudah,
50426,35.22.17.2006,Rendeng,
50427,35.22.17.2007,Banaran,
50428,35.22.17.2008,Ngujung,
50429,35.22.17.2009,Sumberejo,
50430,35.22.17.2010,Tambakromo,
50431,35.22.17.2011,Tinawun,
50432,35.22.17.2012,Kedungrejo,
50433,35.22.17.2013,Ketileng,
50434,35.22.17.2014,Malo,
50435,35.22.17.2015,Sukorejo,
50436,35.22.17.2016,Kliteh,
50437,35.22.17.2017,Trembes,
50438,35.22.17.2018,Semlaran,
50439,35.22.17.2019,Tanggir,
50440,35.22.17.2020,Tulungagung,
50441,35.22.18,Purwosari,
50442,35.22.18.2001,Pelem,
50443,35.22.18.2002,Ngrejeng,
50444,35.22.18.2003,Tlatah,
50445,35.22.18.2004,Kaliombo,
50446,35.22.18.2005,Tinumpuk,
50447,35.22.18.2006,Punggur,
50448,35.22.18.2007,Sedahkidul,
50449,35.22.18.2008,Pojok,
50450,35.22.18.2009,Purwosari,
50451,35.22.18.2010,Gapluk,
50452,35.22.18.2011,Kuniran,
50453,35.22.18.2012,Donan,
50454,35.22.19,Padangan,
50455,35.22.19.2001,Tebon,
50456,35.22.19.2002,Prangi,
50457,35.22.19.2003,Purworejo,
50458,35.22.19.2004,Ngeper,
50459,35.22.19.2005,Ngasinan,
50460,35.22.19.2006,Cendono,
50461,35.22.19.2007,Sidorejo,
50462,35.22.19.2008,Nguken,
50463,35.22.19.2009,Dengok,
50464,35.22.19.2010,Padangan,
50465,35.22.19.2011,Kuncen,
50466,35.22.19.2012,Sonorejo,
50467,35.22.19.2013,Ngradin,
50468,35.22.19.2014,Banjarejo,
50469,35.22.19.2015,Kebonagung,
50470,35.22.19.2016,Kendung,
50471,35.22.20,Kasiman,
50472,35.22.20.2001,Batokan,
50473,35.22.20.2002,Betet,
50474,35.22.20.2003,Tembeling,
50475,35.22.20.2004,Sidomukti,
50476,35.22.20.2005,Basah,
50477,35.22.20.2006,Sambeng,
50478,35.22.20.2007,Ngaglik,
50479,35.22.20.2008,Kasiman,
50480,35.22.20.2009,Sekaran,
50481,35.22.20.2010,Tambakmerak,
50482,35.22.21,Temayang,
50483,35.22.21.2001,Kedungsumber,
50484,35.22.21.2002,Kedungsari,
50485,35.22.21.2003,Papringan,
50486,35.22.21.2004,Soko,
50487,35.22.21.2005,Pandantoyo,
50488,35.22.21.2006,Belun,
50489,35.22.21.2007,Temayang,
50490,35.22.21.2008,Bakulan,
50491,35.22.21.2009,Jono,
50492,35.22.21.2010,Ngujung,
50493,35.22.21.2011,Buntalan,
50494,35.22.21.2012,Pancur,
50495,35.22.22,Margomulyo,
50496,35.22.22.2001,Kalangan,
50497,35.22.22.2002,Ngelo,
50498,35.22.22.2003,Margomulyo,
50499,35.22.22.2004,Sumberejo,
50500,35.22.22.2005,Meduri,
50501,35.22.22.2006,Geneng,
50502,35.22.23,Trucuk,
50503,35.22.23.2001,Banjarsari,
50504,35.22.23.2002,Tulungrejo,
50505,35.22.23.2003,Trucuk,
50506,35.22.23.2004,Mori,
50507,35.22.23.2005,Padang,
50508,35.22.23.2006,Sumberejo,
50509,35.22.23.2007,Guyangan,
50510,35.22.23.2008,Sranak,
50511,35.22.23.2009,Sumbangtimun,
50512,35.22.23.2010,Kanten,
50513,35.22.23.2011,Kandangan,
50514,35.22.23.2012,Pagerwesi,
50515,35.22.24,Sukosewu,
50516,35.22.24.2001,Semawot,
50517,35.22.24.2002,Kalicilik,
50518,35.22.24.2003,Sukosewu,
50519,35.22.24.2004,Klepek,
